ea	fascode	idw	a2_x	a2	a2x	a2a	a2b	a2bb	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a5a	a9	a10	a17	a18	a19	a20	a21	a6_a	a6_b	a6a	a7	a7a	a8	a11	a12ax	a12bx	a12dx	a12ex	a12fx	a12d1	a12f1	a26	a21a_x	a21b_x	a21a	a21b	a2e	a5b	commid14	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16aa	b16ab	b16ab_a_mth	b16ab_a_yr	b16ab_b_mth	b16ab_b_yr	b16f	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	module	idivwr	resvis	langmain	langoth	fp2	result	reason	sup_obs	sup_edit	sup_verif	cp1	cp2	cp3	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk24	lk01_14_14	lk02_14_14	lk03_14_14	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb4	pb5	facwght14s	fcode14
"044"	"0442085"	"044"	1	50	1	3	2	5	3					95	1988	1990	25	0	1	28	1	1	1	1	1	1		3	3		3			3	1	1	1	1	1	10	16	4	1	1	3000000	2500000		2500000	"1606"	1	19	4	25	4	3	3						2	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	2	4	"D52"		"D41"	"B01"	3	3	3	3	1	16	12	10	3															0.3125	"16062085"
"044"	"0442251"	"044"	1	41	3	3	6	3	1	1	1	1	1	7	2013	2005	10	0	1	28	1	1	1	1	2	1		3	3		3			3	1	1	3	3	3	10	16	4	1	1	3500000	3000000	50000	3000000	"1606"	1	19	4	25	4	1	3						3	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	2	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	12	10	3															0.3125	"16062251"
"044"	"0442253"	"044"																																															"1606"																																		"PRA"	"D53"	3	0	96	3	3	3	3	3	3																																																				"16062253"
"044"	"0442503"	"044"	1	30	1	1	5	1	6					6	2009	2010	2	0	1	36	1	1	1	1	1	1		1	1	3	3			95	1	1	1	3	3	10	16	5	1	1	10000000	10000000		10000000	"1606"	1	19	4	25	4	1	1	"A"	7	2014			6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"B"	2	1	"D51"		"D41"	"B01"	3	3	3	3	3	16	12	10	1	5	"AGH"	2						2	1			3	1	0.3125	"16062503"
"044"	"0442515"	"044"																																															"1606"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16062515"
"044"	"0442520"	"044"	1	43	3	3	4	2	1	1	2	1	1	95	2010	2007	8	0	1	16	1	1	1	1	1	1		3	1	3	3			6	1	1	3	3	3	10	16	4	1	1	4000000	7000000	99999998	7000000	"1606"	1	10	5	16	5	3	3						2	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	1	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	12	10	1	2	"G"							2				1	1	0.3125	"16062520"
"045"	"0452081"	"045"	1	39	3	3	4	2	3					95	2008	1996	19	4	1	168	1	1	1	1	2	1		3	3		3			95	1	1	1	1	1	60	16	4	1	1	2000000	0		2000000	"1605"	1	29	3	4	4	1	1	"A"	98	9998			1	1	24	24	24	24	24	24	24	168	10	10	10	5	30	100	100	1	6			"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	1	"B"	2	5	"D52"		"D41"	"B01"	3	3	3	3	1	16	3	60	1	2	"G"							2				1	1	0.5	"16052081"
"045"	"0452101"	"045"	1	46	3	3	4	1	3					95	2009	1995	20	0	2	168	1	3	1	1	1	1		3	3		3			1	1	1	1	1	1	60	16	4	1	1	4500000	6000000		6000000	"1605"	1	29	3	4	4	1	3						2	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"B"	2	3	"D52"		"D41"	"B01"	3	3	3	3	1	16	3	60	3															0.5	"16052101"
"045"	"0452250"	"045"	1	46	1	3	6	2	3					7	2008	2002	13	98	1	30	1	3	1	1	1	1		3	1	3	3			1	1	1	1	3	3	61	16	4	1	1	4000000	20000000		20000000	"1605"	1	29	3	4	4	3	3						4	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	4	"D53"		"D41"	"B01"	3	8	3	8	8	16	3	60	3															0.5	"16052250"
"045"	"0452252"	"045"																																															"1605"																																		"PRA"	"D51"	3	0	96	3	3	2	1	1	1																																																				"16052252"
"045"	"0452254"	"045"	1	37	3	3	4	1	3					95	2008	1997	17	4	2	35	1	1	1	1	2	1		3	3		3			10	1	1	3	3	3	60	16	4	1	1	3000000	800000		800000	"1605"	1	29	3	4	4	1	3						1	1	4	2	5	2	1	2	2	42	18	12	8	3	30	30	100	1	1	3	1	"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	3	1		3								"W"	2	5	"D53"		"D41"	"B01"	3	3	3	3	3	16	3	60	3															0.5	"16052254"
"045"	"0452510"	"045"	1	25	3	3	4	1	3					95	2011	2013	2	0	1	42	1	1	1	1	2	3	1	3	3		3			1	1	1	3	3	3	60	16	4	1	1	300000	300000		850000	"1605"	1	29	3	4	4	3	3						6	3																				"PRA"	"D51"	1	0	96	1	1		1	1	1				3	3	1	3	1	3	3	1		3								"B"	2	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	3	60	3															0.5	"16052510"
"045"	"0452513"	"045"																																															"1605"																																		"PRA"	"D51"	3	0	96	3	3	6	1	1	1																																																				"16052513"
"046"	"0462084"	"046"	1	61	1	3	4	8	3					95	2008	1995	20	98	1	38	1	3	1	1	2	1		3	3		3			7	1	8	3	3	3	40	16	2	1	1	5000000	5000000		5000000	"1604"	1	29	3	4	4	1	3						3	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				1	1	1	1	3	1	1	1		1	3	3	1	3	1	1	3	"W"	1	2	"D53"		"D41"	"B01"	8	8	8	3	3	16	3	40	1	5	"AGH"	2						1	2			1	1	0.25	"16042084"
"046"	"0462107"	"046"	1	65	3	3	1	5	3					95	1972	1980	35	0	2	168	1	1	1	1	1	1		3	3		3			4	1	1	1	1	1	50	16	4	1	8	1500000			999999998	"1604"	1	26	4	2	5	1	3						5	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	1	3	"D52"		"D41"	"B01"	3	3	3	3	1	16	3	40	3															0.25	"16042107"
"046"	"0462108"	"046"																																															"1604"																																		"PRA"	"D51"	3	0	96	3	3	6	1	1	1																																																				"16042108"
"046"	"0462114"	"046"	1	45	3	3	95	2	3					7	2010	2009	6	0	1	28	1	1	1	1	2	1		1	1	3	3			1	1	1	1	1	1	40	16	4	1	1	4000000	3200000		3200000	"1604"	1	5	4	11	4	1	3						6	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	1	3	"D52"		"D41"	"B01"	3	3	3	3	3	16	3	40	3															0.25	"16042114"
"046"	"0462513"	"046"	1	47	1	3	6	1	3					95	2006	2007	4	4	1	30	1	1	1	1	1	1		1	1	3	3			7	1	1	3	3	3	40	16	5	1	1	8000000	5900000		5900000	"1604"	1	5	4	11	4	1	3						6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	1	4	"D51"		"D41"	"B01"	3	3	3	8	3	16	3	40	1	2	"H"								2			1	1	0.25	"16042513"
"046"	"0462525"	"046"	1	34	3	3	4	2	3					95	2005	2010	5	2	1	73	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	40	16	4	1	1	1450000	4000000		4000000	"1604"	1	5	4	11	4	1	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	1	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	3	40	3															0.25	"16042525"
"046"	"0462526"	"046"																																															"1604"																																		"PRA"	"D51"	3	0	96	3	3	3	1	1	1																																																				"16042526"
"046"	"0462528"	"046"																																															"1604"																																		"PRA"	"D51"	3	0	96	3	3	2	1	1	1																																																				"16042528"
"046"	"0462531"	"046"																																															"1604"																																		"PRA"	"D51"	3	0	96	3	3	6	1	1	1																																																				"16042531"
"047"	"0472115"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082115"
"047"	"0472254"	"047"	1	27	3	3	4	2	3					7	2007	2007	7	5	2	56	1	1	1	1	2	1		3	1	3	3			10	1	1	3	3	3	121	16	4	1	1	500000	500000		2500000	"1608"	1	5	4	11	4	1	3						2	1	0	0	30	1	0	1	0	32	7	0	2	1	30	80	100	1	1	1	1	"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	2	5	"D53"		"D41"	"B01"	3	3	3	3	1	16	4	121	3															0.38461539149284363	"16082254"
"047"	"0472261"	"047"	1	35	3	3	6	2	3					7	2012	2012	3	0	1	14	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	121	16	4	1	1	4000000	400000		400000	"1608"	1	26	4	2	5	3	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	6		3								"W"	2	4	"D53"		"D41"	"B01"	3	3	3	3	3	16	4	121	3															0.38461539149284363	"16082261"
"047"	"0472268"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082268"
"047"	"0472503"	"047"	1	43	1	3	1	5	3					95	1993	2013	1	5	1	144	1	1	1	1	2	1		3	3		3			7	1	1	3	3	3	121	16	3	1	1	20000000	20000000		20000000	"1608"	1	26	4	2	5	3	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"B"	2	2	"D53"		"D41"	"B01"	3	3	3	3	3	16	4	121	3															0.38461539149284363	"16082503"
"047"	"0472504"	"047"	1	30	3	3	4	2	1	1	2	1	1	95	2006	2010	4	8	2	20	1	3	1	1	2	1		3	3		3			10	1	1	3	3	3	121	16	4	1	1	1450000	9000000	2000000	9000000	"1608"	1	5	4	11	4	1	1	"AB"	2	2015	2	2015	6	1	2	5	20	1	1	5	0	34	25	6	15	5	40	85	100	1	1	1	1	"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"W"	2	5	"D53"		"D41"	"B01"	3	3	3	3	3	16	4	121	3															0.38461539149284363	"16082504"
"047"	"0472505"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082505"
"047"	"0472506"	"047"	1	24	1	3	4	2	3					95	2013	2014	1	4	1	35	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	121	16	4	1	1	500000	500000		500000	"1608"	1	12	4	18	4	1	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	3	1		3								"W"	2	4	"D53"		"D41"	"B01"	3	3	3	3	3	16	4	121	3															0.38461539149284363	"16082506"
"047"	"0472507"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082507"
"047"	"0472508"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082508"
"047"	"0472512"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082512"
"047"	"0472518"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082518"
"047"	"0472528"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082528"
"047"	"0472529"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082529"
"047"	"0472530"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082530"
"047"	"0472533"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082533"
"047"	"0472535"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082535"
"047"	"0472537"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082537"
"047"	"0472539"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082539"
"047"	"0472542"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082542"
"047"	"0472547"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082547"
"047"	"0472548"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082548"
"047"	"0472551"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16082551"
"047"	"0472553"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082553"
"047"	"0472555"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082555"
"047"	"0472556"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082556"
"047"	"0472560"	"047"																																															"1608"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16082560"
"048"	"0482051"	"048"																																															"1607"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16072051"
"048"	"0482102"	"048"	1	44	1	1	7	8	6					7	2012	2000	0	1	3	30	1	1	1	1	2	1		1	3	1	1	2	5	1	1	1	1	1	1	61	16	4	1	8	5000000			999999998	"1607"	1	12	4	18	4	1	1	"A"	1	2014			6	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"A"	2	1	"D52"		"D41"	"B01"	3	3	3	3	1	16	4	11	1	4	"AGH"	1						2	1			1	1	0.4545454680919647	"16072102"
"048"	"0482104"	"048"																																															"1607"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16072104"
"048"	"0482112"	"048"	1	42	3	3	4	1	3					95	2010	1993	17	0	1	119	1	1	1	1	1	1		3	3		3			1	1	1	3	3	3	11	16	4	1	1	4000000	4000000		4000000	"1607"	1	12	4	18	4	3	3						2	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	2	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	4	11	3															0.4545454680919647	"16072112"
"048"	"0482113"	"048"																																															"1607"																																		"PRA"	"D52"	3	0	96	3	3	6	3	3	3																																																				"16072113"
"048"	"0482250"	"048"	1	42	3	3	4	8	3					95	2011	1997	14	5	1	130	1	1	1	1	1	1		3	3		1	1	3	10	1	1	3	3	3	11	16	4	1	1	5000000	5000000		5000000	"1607"	1	12	4	18	4	3	3						1	1	0	5	10	1	0	2	1	24	10	8	10	3	50	100	50	6	1	1	1	"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"B"	2	5	"D53"		"D41"	"B01"	3	3	3	3	1	16	4	11	3															0.4545454680919647	"16072250"
"048"	"0482502"	"048"	1	25	3	3	4	1	3					95	2010	2014	1	5	5	84	1	1	1	1	1	1		3	3		3			1	1	1	3	3	3	11	16	8	1	1	50000	500000		500000	"1607"	1	12	4	18	4	3	3						6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	3		3	1	3	1		3								"W"	2	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	4	11	3															0.4545454680919647	"16072502"
"048"	"0482512"	"048"	1	24	3	3	4	2	3					95	2012	2012	3	0	1	168	1	1	1	1	2	1		3	1	1	3			95	1	1	1	1	1	11	16	1	1	1	500000	500000		500000	"1607"	1	12	4	18	4	3	3						6	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	3		3	1	3	1		3								"W"	2	3	"D52"		"D41"	"B01"	3	3	3	3	3	16	4	11	3															0.4545454680919647	"16072512"
"048"	"0482513"	"048"																																															"1607"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16072513"
"048"	"0482514"	"048"																																															"1607"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16072514"
"049"	"0492092"	"049"	1	65	3	3	2	8	1	1	2	2	1	95	9998	1980	7	0	1	168	1	1	1	1	2	1		1	1	1	3			7	1	1	1	3	3	22	16	1	1	1	2000000	2000000	99999998	2000000	"1609"	1	19	4	25	4	3	3						6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				1	1	1	3	6	1	1	1		3								"B"	1	3	"D51"		"D41"	"B01"	3	8	8	8	8	16	74	32	1	3	"G"							3				1	1	0.25	"16092092"
"049"	"0492250"	"049"	1	39	3	3	4	3	1	1	5	1	3	95	2014	2004	11	3	1	35	1	3	1	1	1	1		3	3		3			5	1	1	1	3	3	22	16	4	1	1	3000000	7000000		7000000	"1609"	1	19	4	25	4	1	3						4	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"A"	1	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	74	32	1	2	"G"							2				1	1	0.25	"16092250"
"049"	"0492255"	"049"	1	45	3	3	4	8	1	1	98	1	3	95	2013	2003	12	98	1	35	1	3	1	1	1	1		1	3	3	3			1	1	1	1	1	1	32	16	4	1	1	3500000	10000000		10000000	"1609"	1	19	4	25	4	1	3						2	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		1	3	3	3		1	1	1	"A"	1	3	"D53"		"D41"	"B01"	8	8	8	8	8	16	74	32	1	3	"G"							3				1	1	0.25	"16092255"
"049"	"0492261"	"049"																																															"1609"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16092261"
"049"	"0492507"	"049"																																															"1609"																																		"PRA"	"D52"	3	0	96	3	3	3	3	3	3																																																				"16092507"
"049"	"0492516"	"049"	1	39	3	3	4	3	3					95	2013	2010	5	0	1	168	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	32	16	4	1	1	3500000	2500000		2500000	"1609"	1	26	4	2	5	3	3						6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	1	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	74	32	3															0.25	"16092516"
"049"	"0492519"	"049"	1	63	1	3	1	8	3					95	9998	9998	30	0	1	105	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	22	16	3	1	1	30000000	30000000		30000000	"1609"	1	19	4	25	4	1	3						4	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		1	3	3	1	3	3	1	3	"B"	1	4	"D52"		"D41"	"B01"	3	3	3	3	3	16	74	32	1	10	"GH"							4	6			1	2	0.25	"16092519"
