ea	fascode	idw	a2_x	a2	a2x	a2a	a2b	a2bb	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a5a	a9	a10	a17	a18	a19	a20	a21	a6_a	a6_b	a6a	a7	a7a	a8	a11	a12ax	a12bx	a12dx	a12ex	a12fx	a12d1	a12f1	a26	a21a_x	a21b_x	a21a	a21b	a2e	a5b	commid14	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16aa	b16ab	b16ab_a_mth	b16ab_a_yr	b16ab_b_mth	b16ab_b_yr	b16f	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	module	idivwr	resvis	langmain	langoth	fp2	result	reason	sup_obs	sup_edit	sup_verif	cp1	cp2	cp3	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk24	lk01_14_14	lk02_14_14	lk03_14_14	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb4	pb5	facwght14s	fcode14
"286"	"2862050"	"286"	1	65	1	3	5	2	3					95	2008	1991	24	98	1	35	1	1	1	1	1	1		3	3		3			3	1	1	1	3	3	70	52	4	1	1	5000000	20000000		15000000	"5209"	1	7	6	13	6	3	3						4	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	1	4	"U52"		"U41"	"V01"	3	3	3	3	1	52	3	50	3															0.75	"52092050"
"286"	"2862075"	"286"	1	42	3	3	4	1	3					95	2008	2002	13	0	1	28	1	1	1	1	1	1		1	1	3	3			1	1	1	1	3	3	60	52	4	1	1	3726000	2000000		2000000	"5209"	1	5	4	11	4	3	3						5	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	3	"U52"		"U41"	"V01"	3	3	3	3	1	52	3	50	3															0.75	"52092075"
"286"	"2862250"	"286"																																															"5209"																																		"PRA"	"U52"	3	0	96	3	3	6	3	3	3																																																				"52092250"
"286"	"2862501"	"286"																																															"5209"																																		"PRA"	"U41"	3	0	96	3	3	6	1	1	1																																																				"52092501"
"286"	"2862502"	"286"																																															"5209"																																		"PRA"	"U41"	3	0	96	3	3	6	1	1	1																																																				"52092502"
"286"	"2862503"	"286"	1	41	3	3	4	1	1	1	1	1	3	95	2011	2013	2	2	1	35	1	1	1	1	2	1		3	3		3			1	1	1	1	3	3	90	52	4	1	1	3500000	12000000		12000000	"5209"	1	5	4	11	4	1	3						6	3																				"PRA"	"U52"	1	17	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"A"	1	3	"U52"		"U41"	"V01"	3	3	3	3	3	52	3	50	3															0.75	"52092503"
"286"	"2862509"	"286"																																															"5209"																																		"PRA"	"U51"	3	0	96	3	3	1	3	3	3																																																				"52092509"
"286"	"2862510"	"286"	1	35	1	3	4	5	3					95	1999	2008	7	1	1	28	1	1	1	1	4	1		3	3		3			1	1	1	3	3	3	92	52	4	1	1	2800000	3850000		1050000	"5209"	1	7	6	13	6	1	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	3	50	3															0.75	"52092510"
"286"	"2862514"	"286"	1	28	3	3	4	2	3					95	2008	2009	8	0	1	133	1	1	1	1	2	1		3	1	1	3			1	1	1	3	3	3	50	52	4	1	1	2500000	4000000		1500000	"5209"	1	7	6	13	6	3	3						3	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"B"	1	3	"U51"		"U41"	"V01"	3	3	3	3	3	52	3	50	3															0.75	"52092514"
"287"	"2872070"	"287"	1	41	3	3	4	2	3					95	2009	1994	6	9	1	49	1	1	1	1	4	1		3	1	3	3			1	1	1	3	3	3	52	52	4	1	1	3334000	5334000		2000000	"5211"	1	3	5	9	5	3	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	3	"U51"		"U41"	"V01"	3	3	3	3	1	52	4	52	3															0.4545454680919647	"52112070"
"287"	"2872071"	"287"																																															"5211"																																		"PRA"	"U53"	3	0	96	3	3	1	1	1	3																																																				"52112071"
"287"	"2872073"	"287"	1	49	3	3	4	8	3					95	1990	1989	26	98	1	8	1	1	1	1	1	1		3	1	1	3			1	1	1	1	3	3	50	52	4	1	1	4000000	4300000		300000	"5211"	1	3	5	9	5	3	3						4	3																				"PRA"	"U53"	1	0	95	3	1		1	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	4	52	3															0.4545454680919647	"52112073"
"287"	"2872103"	"287"	1	49	3	3	4	2	1	1	1	1	3	95	2013	1989	25	98	1	35	1	1	1	1	2	1		3	3		3			1	1	1	1	3	3	50	52	4	1	1	4000000	10000000		6000000	"5211"	1	3	5	9	5	1	3						2	3																				"PRA"	"U52"	1	0	96	3	1		3	3	3				3	3	1	3	1	1	1	1		3								"A"	1	3	"U52"		"U41"	"V01"	3	3	3	3	3	52	4	52	3															0.4545454680919647	"52112103"
"287"	"2872250"	"287"	1	40	3	3	2	8	3					95	1993	2010	5	98	1	8	1	1	1	1	2	1		1	1	1	3			1	1	1	1	3	3	52	52	4	1	1	3600000	5000000		1000000	"5211"	1	3	5	9	5	3	1	"A"	1	2014			6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	4	52	3															0.4545454680919647	"52112250"
"287"	"2872501"	"287"																																															"5211"																																		"PRA"	"U52"	3	0	96	3	3	1	3	3	3																																																				"52112501"
"287"	"2872503"	"287"																																															"5211"																																		"PRA"	"U52"	3	0	96	3	3	6	3	3	3																																																				"52112503"
"287"	"2872504"	"287"	1	47	1	3	4	2	3					95	2009	1989	14	7	2	42	1	1	1	1	1	1		3	3		3			1	1	1	3	3	3	52	52	4	1	1	4500000	10500000		6000000	"5211"	1	3	5	9	5	3	3						2	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	1	1	52	4	52	3															0.4545454680919647	"52112504"
"288"	"2882251"	"288"	1	39	3	3	4	2	3					6	2013	2004	10	6	1	42	1	1	1	1	2	1		3	3		3			10	1	1	1	1	3	40	52	4	1	1	2500000	5500000		3000000	"5214"	1	26	4	2	5	1	3						1	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"B"	2	3	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	40	3															0.8333333134651184	"52142251"
"288"	"2882504"	"288"	1	24	1	3	4	2	3					7	2012	2012	2	2	1	6	1	1	1	1	2	3	1	3	3		3			1	1	1	1	3	3	40	52	4	1	1	500000	1000000		500000	"5214"	1	19	4	25	4	1	3						6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	4	"U53"		"U41"	"V01"	3	3	3	3	3	52	5	40	3															0.8333333134651184	"52142504"
"288"	"2882508"	"288"	1	26	3	3	4	3	3					2	2012	2013	1	3	2	133	1	1	1	1	4	1		3	3		3			10	1	1	1	3	3	90	52	4	1	1	600000	2300000		1500000	"5214"	1	26	4	2	5	1	1	"A"	12	2014			6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	3	"W"	2	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	5	40	3															0.8333333134651184	"52142508"
"288"	"2882509"	"288"	1	24	3	3	4	2	3					95	2012	2013	2	0	1	21	1	1	1	1	2	1		3	3		3			10	1	1	3	3	3	40	52	4	1	1	1500000	1650000		150000	"5214"	1	26	4	2	5	1	3						6	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	3	"U52"		"U41"	"V01"	3	3	3	3	3	52	5	40	3															0.8333333134651184	"52142509"
"288"	"2882510"	"288"	1	25	3	3	4	3	3					95	2010	2010	5	0	95	119	1	1	1	1	2	1		3	3		3			10	1	1	1	3	3	51	52	4	1	1	3024000	4524000		1500000	"5214"	1	26	4	2	5	1	1	"A"	1	2014			6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"B"	2	3	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	40	3															0.8333333134651184	"52142510"
"289"	"2892075"	"289"	1	24	3	3	4	2	3					95	2012	2014	1	98	1	2	1	1	1	1	2	1		3	3		3			1	1	1	1	3	3	51	52	4	1	1	270000	500000		300000	"5212"	1	26	4	2	5	3	3						6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	5	51	3															1	"52122075"
"289"	"2892504"	"289"																																															"5212"																																		"PRA"	"U52"	3	0	96	3	3	1	3	3	3																																																				"52122504"
"289"	"2892510"	"289"	1	43	3	3	4	2	3					95	2014	1997	17	98	2	20	1	1	1	1	2	1		1	3	3	3			1	1	1	3	3	3	51	52	4	1	1	3000000	5000000		2400000	"5212"	1	26	4	2	5	3	1	"A"	1	2014			5	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	3	1		3								"A"	2	3	"U52"		"U41"	"V01"	3	3	3	3	3	52	5	51	3															1	"52122510"
"289"	"2892512"	"289"																																															"5212"																																		"PRA"	"U51"	3	0	96	3	3	1	3	3	3																																																				"52122512"
"289"	"2892517"	"289"																																															"5212"																																		"PRA"	"U51"	3	0	96	3	3	1	3	3	3																																																				"52122517"
"289"	"2892530"	"289"																																															"5212"																																		"PRA"	"U52"	3	0	96	3	3	1	3	3	3																																																				"52122530"
"289"	"2892532"	"289"	1	41	1	3	4	2	3					95	2006	2011	3	5	1	30	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	51	52	4	1	1	3400000	23400000		20000000	"5212"	1	26	4	2	5	1	1	"A"	1	2014			6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"B"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	51	3															1	"52122532"
"289"	"2892533"	"289"	1	27	1	3	4	2	3					95	2010	2010	4	5	5	49	1	1	1	1	4	3	1	3	3		3			1	1	1	3	3	3	51	52	4	1	1	200000	700000		500000	"5212"	1	26	4	2	5	3	1	"A"	12	2014			6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	51	3															1	"52122533"
"289"	"2892536"	"289"																																															"5212"																																		"PRA"	"U53"	3	0	96	3	3	6	3	3	3																																																				"52122536"
"289"	"2892539"	"289"	1	24	3	3	5	3	3					7	2012	2013	2	98	1	6	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	51	52	4	1	1	200000	500000		300000	"5212"	1	10	5	16	5	1	3						6	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		6	1	3	1		3								"W"	2	4	"U52"		"U41"	"V01"	3	3	3	3	3	52	5	51	3															1	"52122539"
"290"	"2902081"	"290"	1	46	3	3	4	2	3					95	2014	1993	1	98	1	28	1	1	1	1	4	1		1	3	3	3			1	1	1	3	3	3	60	52	4	1	1	4200000	5400000		1200000	"5213"	1	26	4	2	5	3	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	60	3															0.4166666567325592	"52132081"
"290"	"2902254"	"290"																																															"5213"																																		"PRA"	"U51"	3	0	96	3	3	6	3	3	3																																																				"52132254"
"290"	"2902255"	"290"	1	42	1	3	4	8	3					95	2015	1993	22	98	1	2	1	1	1	1	4	1		3	3		3			1	1	1	3	3	3	60	52	4	1	1	3700000	3900000		200000	"5213"	1	26	4	2	5	1	3						5	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"U52"		"U41"	"V01"	3	3	3	3	3	52	5	60	3															0.4166666567325592	"52132255"
"290"	"2902501"	"290"	1	33	1	1	95	1	6					6	2007	2008	7	98	1	56	3	3	1	1	2	1		1	1	1	1	2	3	1	1	1	1	3	3	60	52	4	1	1	10000000	15000000		15000000	"5213"	1	26	4	2	5	1	1	"A"	1	2015			6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	2	1	"U53"		"U41"	"V01"	3	3	3	3	3	52	5	60	1	2	"A"	2										1	1	0.4166666567325592	"52132501"
"290"	"2902510"	"290"	1	25	3	3	4	3	3					95	2012	2	2	1	1	2	1	1	1	1	4	1		1	3	3	1	2	3	10	1	1	3	3	3	60	52	5	1	1	100000	150000		50000	"5213"	1	26	4	2	5	3	1	"A"	2	2014			6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	3	"U51"		"U41"	"V01"	3	3	3	3	3	52	5	60	3															0.4166666567325592	"52132510"
"290"	"2902512"	"290"	1	28	3	3	4	3	3					95	2010	2011	4	98	1	56	1	3	1	1	2	1		3	3		3			10	1	1	1	3	3	60	52	4	1	1	3946900	4500000		500000	"5213"	1	26	4	2	5	1	3						6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	5	60	3															0.4166666567325592	"52132512"
"291"	"2912071"	"291"	1	42	3	3	4	1	3					95	2009	2000	14	11	1	56	1	1	1	1	4	1		1	1	3	3			1	1	1	3	3	3	11	52	4	1	1	3800000	6800000		3000000	"5215"	1	17	5	23	5	3	3						2	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"U51"		"U41"	"V01"	3	3	3	3	1	52	72	11	3															0.4545454680919647	"52152071"
"291"	"2912505"	"291"																																															"5215"																																		"PRA"	"U51"	3	0	96	3	3	6	3	3	3																																																				"52152505"
"291"	"2912507"	"291"	1	41	3	3	4	2	1	1	1	1	3	95	2010	1994	21	98	1	12	1	1	1	1	1	1		3	3		3			1	1	1	1	3	3	11	52	4	1	1	3500000	4500000		1000000	"5215"	1	17	5	23	5	1	3						2	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	72	11	3															0.4545454680919647	"52152507"
"291"	"2912508"	"291"	1	30	3	3	4	3	3					95	2006	2010	5	0	1	21	1	1	1	1	2	1		3	3		3			1	1	1	1	3	3	10	52	4	1	1	2500000	2550000		50000	"5215"	1	19	4	25	4	3	3						6	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	1	4	"U52"		"U41"	"V01"	3	3	3	3	3	52	72	11	3															0.4545454680919647	"52152508"
"291"	"2912509"	"291"	1	25	3	3	4	3	3					7	2011	2012	3	3	1	14	1	1	1	1	2	1		3	3		3			10	1	1	3	3	3	11	52	4	1	1	1000000	1200000		200000	"5215"	1	19	4	25	4	3	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	1	3	"U51"		"U41"	"V01"	3	3	3	3	3	52	72	11	3															0.4545454680919647	"52152509"
"291"	"2912513"	"291"	1	25	3	3	4	2	3					95	2010	2012	2	98	1	6	1	1	1	1	2	1		3	3		3			10	1	1	1	3	3	20	52	4	1	1	2300000	2400000		60000	"5215"	1	17	5	23	5	1	3						6	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	1	3	"U52"		"U41"	"V01"	3	3	3	3	3	52	72	11	3															0.4545454680919647	"52152513"
"292"	"2922502"	"292"																																															"5216"																																		"PRA"	"U53"	3	0	96	3	3	1	3	3	3																																																				"52162502"
"292"	"2922505"	"292"	1	23	3	3	4	2	3					7	2013	2014	1	0	1	18	1	1	1	1	4	3	3	3	3		3			1	1	1	1	3	3	81	52	4	1	1	100000	350000		100000	"5216"	1	19	4	25	4	1	3						6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"B"	2	3	"U53"		"U41"	"V01"	3	3	3	3	3	52	6	81	3															0.8333333134651184	"52162505"
"292"	"2922511"	"292"	1	25	3	3	4	2	3					7	2011	2011	4	3	1	1	1	1	1	1	4	3	3	3	1	3	1	2	5	1	1	1	3	3	3	81	52	4	1	1	2600000	4200000		600000	"5216"	1	19	4	25	4	1	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	6		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	6	81	3															0.8333333134651184	"52162511"
"292"	"2922512"	"292"																																															"5216"																																		"PRA"	"U53"	3	0	96	3	3	6	3	3	3																																																				"52162512"
"292"	"2922513"	"292"	1	23	3	3	4	3	3					6	2013	2013	1	5	1	24	1	1	1	1	4	3	2	3	1	1	3			1	1	1	1	3	3	81	52	4	1	1	1300000	1600000		300000	"5216"	1	19	4	25	4	3	3						6	3																				"PRA"	"U53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"U53"		"U41"	"V01"	3	3	3	3	3	52	6	81	3															0.8333333134651184	"52162513"
"292"	"2922517"	"292"	1	30	1	3	4	2	3					6	2012	2013	2	98	1	7	1	1	1	1	6	3	3	3	3		3			1	1	1	3	3	3	81	52	4	1	1	300000	200000		200000	"5216"	1	19	4	25	4	3	3						6	3																				"PRA"	"U51"	1	0	96	1	1		3	3	3				3	3	3		6	3	3	1		3								"W"	2	4	"U51"		"U41"	"V01"	3	3	3	3	3	52	6	81	3															0.8333333134651184	"52162517"
"292"	"2922518"	"292"	1	29	1	3	4	1	3					6	2009	2009	5	6	1	28	1	1	1	1	4	1		3	1	3	3			1	1	1	3	3	3	80	52	4	1	1	1200000	2000000		2000000	"5216"	1	19	4	25	4	3	3						6	3																				"PRA"	"U52"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	2	4	"U52"		"U41"	"V01"	3	3	3	3	3	52	6	81	3															0.8333333134651184	"52162518"
"293"	"2932264"	"293"	1	39	3	3	4	8	3					7	2013	2012	3	0	1	42	1	1	1	1	2	1		3	3		1	1	1	1	1	1	1	1	1	61	63	4	1	1	3000000	7400000		4400000	"6301"	1	24	5	30	5	3	1	"A"	98	2014			6	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		6	1	1	1		1	3	3	3		6	1	3	"W"	2	3	"V52"		"V41"	"V01"	3	3	3	3	3	63	1	70	3															0.4166666567325592	"63012264"
"293"	"2932512"	"293"	1	49	1	3	4	8	3					6	1998	2007	8	0	1	35	1	1	1	1	2	1		3	1	3	3			2	1	1	1	1	1	60	63	4	1	1	5000000	20000000		15000000	"6301"	1	26	4	2	5	1	3						5	3																				"PRA"	"V53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	1	4	"V53"		"V41"	"V01"	3	3	3	3	3	63	1	70	3															0.4166666567325592	"63012512"
"293"	"2932528"	"293"	1	36	3	3	4	8	3					7	2011	2011	3	5	2	49	1	3	1	1	2	1		3	3		3			10	1	1	1	1	1	70	63	4	1	1	3600000	5100000		600000	"6301"	1	26	4	2	5	1	3						6	1	7	10	21	3	1	14	14	56	12	2	0	3	50	50	100	1	1	3	1	"PRA"	"V53"	1	0	1	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	5	"V53"		"V41"	"V01"	3	3	3	3	3	63	1	70	3															0.4166666567325592	"63012528"
"293"	"2933033"	"293"	1	58	3	3	4	8	3					6	2009	1981	34	0	1	168	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	70	63	4	1	1	3128400	3328400		200000	"6301"	1	26	4	2	5	3	3						5	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		6	1	3	1		1	3	3	3		6	1	3	"W"	2	3	"V52"		"V41"	"V01"	3	3	3	1	3	63	1	70	1	2	"GH"							1	1			1	1	0.4166666567325592	"63013033"
"293"	"2933052"	"293"	1	51	3	3	4	8	3					7	2012	1987	27	0	5	35	1	1	1	1	2	3	1	3	3		3			1	1	1	3	3	3	70	63	4	1	1	3000000	3500000		500000	"6301"	1	26	4	2	5	1	1	"A"	1	2014			1	1	7	2	14	5	0	2	2	32	4	2	4	2	75	75	80	95	1	1	1	"PRA"	"V51"	1	0	10	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	5	"V51"		"V41"	"V01"	1	1	3	1	3	63	1	70	3															0.4166666567325592	"63013052"
"294"	"2942250"	"294"	1	46	1	3	5	1	3					7	2010	1999	16	0	2	21	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	60	63	4	1	1	3500000	5000000		1500000	"6302"	1	3	5	9	5	3	3						4	3																				"PRA"	"V51"	1	0	10	1	1		3	3	3				3	3	1	3	6	3	1	1		3								"W"	1	4	"V51"		"V41"	"V01"	3	3	3	3	3	63	2	60	3															0.25	"63022250"
"294"	"2942255"	"294"	1	36	1	1	5	2	6					7	2003	2004	8	0	3	49	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	60	63	4	1	1	8500000	33500000		25000000	"6302"	1	3	5	9	5	1	3						1	3																				"PRA"	"V51"	1	0	10	1	1		3	3	3				3	1	3		6	3	1	1		3								"W"	1	1	"V51"		"V41"	"V01"	8	8	8	8	1	63	2	60	3															0.25	"63022255"
"294"	"2942257"	"294"	1	56	3	3	4	8	3					6	2012	2007	8	0	95	24	1	1	1	1	1	1		3	1	1	3			3	1	1	1	1	1	60	63	4	1	1	4000000	14000000		10000000	"6302"	1	3	5	9	5	1	1	"A"	98	2012			3	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		1	1	1	1		1	3	3	3		1	1	1	"A"	1	2	"V52"		"V41"	"V01"	3	3	3	3	3	63	2	60	1	6	"G"							6				1	1	0.25	"63022257"
"294"	"2942267"	"294"	1	45	3	3	4	8	3					6	2006	2014	0	11	1	42	1	1	1	1	2	1		3	3		3			10	1	1	1	1	1	60	63	4	1	1	4000000	8500000		4500000	"6302"	1	3	5	9	5	1	1	"A"	6	2014			6	1	3	1	18	2	1	3	2	36	2	2	0	0	0	0	5	6	1	3	1	"PRA"	"V53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	1	5	"V53"		"V41"	"V01"	3	3	3	3	3	63	2	60	3															0.25	"63022267"
"294"	"2942508"	"294"	1	46	3	3	4	1	1	1	2	1	3	6	2013	1990	25	0	1	63	1	1	1	1	1	1		3	3		3			3	1	8	1	1	1	60	63	4	1	1	4100000	9100000		5000000	"6302"	1	3	5	9	5	3	1	"A"	11	2014			3	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	1	3	6	1	1	1		1	3	3	1	3	6	1	1	"A"	1	3	"V52"		"V41"	"V01"	3	3	3	3	3	63	2	60	1	5	"G"							5				1	1	0.25	"63022508"
"295"	"2952250"	"295"	1	37	3	3	4	8	3					7	2010	2002	13	0	2	68	1	1	1	1	1	1		1	1	3	3			1	1	1	1	1	1	130	63	4	1	1	3500000	6500000		3000000	"6303"	1	31	5	6	6	3	3						4	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		6	1	1	1		1	3	3	3		6	1	1	"W"	2	3	"V52"		"V41"	"V01"	3	3	3	3	1	63	2	130	3															0.4545454680919647	"63032250"
"295"	"2952503"	"295"																																															"6303"																																		"PRA"	"V52"	3	0	96	3	3	6	3	3	3																																																				"63032503"
"295"	"2952504"	"295"																																															"6303"																																		"PRA"	"V52"	3	0	96	3	3	1	3	3	3																																																				"63032504"
"295"	"2952506"	"295"																																															"6303"																																		"PRA"	"V52"	3	0	96	3	3	3	3	3	3																																																				"63032506"
"295"	"2952510"	"295"	1	45	3	3	4	2	3					7	2010	5	5	0	1	35	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	121	63	4	1	1	3500000	13500000		10000000	"6303"	1	31	5	6	6	3	3						6	3																				"PRA"	"V53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	2	3	"V53"		"V41"	"V01"	3	3	3	3	3	63	2	130	3															0.4545454680919647	"63032510"
"295"	"2952518"	"295"	1	30	3	3	6	2	3					7	2009	2011	4	0	2	42	1	3	1	1	95	1		1	3	1	3			95	1	1	1	1	1	121	63	5	1	1	2800000	3200000		500000	"6303"	1	31	5	6	6	3	3						6	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		6	1	3	6		3								"W"	2	4	"V52"		"V41"	"V01"	3	3	3	3	3	63	2	130	3															0.4545454680919647	"63032518"
"295"	"2952519"	"295"	1	54	1	3	6	8	3					7	2007	2007	8	0	1	30	1	3	1	1	1	1		1	3	3	3			1	1	1	1	1	1	121	63	4	1	1	4000000	7000000		3000000	"6303"	1	31	5	6	6	1	3						4	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	4	"V52"		"V41"	"V01"	3	3	3	3	3	63	2	130	3															0.4545454680919647	"63032519"
"295"	"2952520"	"295"	1	44	3	3	4	1	3					6	1994	2008	7	0	2	42	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	130	63	4	1	1	4300000	4600000		300000	"6303"	1	31	5	6	6	3	3						6	3																				"PRA"	"V53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	4	"V53"		"V41"	"V01"	3	3	3	3	3	63	2	130	3															0.4545454680919647	"63032520"
"295"	"2952522"	"295"																																															"6303"																																		"PRA"	"V52"	3	0	96	3	3	6	3	3	3																																																				"63032522"
"296"	"2962072"	"296"	1	57	1	3	4	8	3					7	1991	1977	38	0	1	14	1	1	1	1	2	1		1	3	3	3			11	1	1	8	1	1	998	63	4	1	1	3500000	18500000		15000000	"6305"	1	19	4	25	4	1	3						2	3																				"PRA"	"V52"	1	0	10	1	1		3	3	3				3	3	1	3	6	1	1	6		3								"W"	1	4	"V52"		"V41"	"V01"	1	1	1	3	3	63	72	32	3															0.29411765933036804	"63052072"
"296"	"2962268"	"296"																																															"6305"																																		"PRA"	"V52"	3	0	10	3	3	1	3	3	3																																																				"63052268"
"296"	"2962272"	"296"																																															"6305"																																		"PRA"	"V53"	3	0	96	3	3	6	3	3	3																																																				"63052272"
"296"	"2962502"	"296"																																															"6305"																																		"PRA"	"V53"	3	0	96	3	3	6	3	3	3																																																				"63052502"
"296"	"2962505"	"296"																																															"6305"																																		"PRA"	"V52"	3	0	10	3	3	3	3	3	3																																																				"63052505"
"296"	"2962506"	"296"																																															"6305"																																		"PRA"	"V52"	3	0	10	3	3	3	3	3	3																																																				"63052506"
"296"	"2962510"	"296"																																															"6305"																																		"PRA"	"V53"	3	0	96	3	3	3	3	3	3																																																				"63052510"
"296"	"2962512"	"296"																																															"6305"																																		"PRA"	"V51"	3	0	96	3	3	3	3	3	3																																																				"63052512"
"296"	"2962513"	"296"																																															"6305"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"63052513"
